,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_QUARTER
230,10313,21,100.0,11,2669.1,2004-10-22,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Small,2004,10,4
232,10333,33,99.21,6,3273.93,2004-11-18,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Medium,2004,11,4
233,10347,29,100.0,3,3586.43,2004-11-29,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2004,11,4
235,10370,49,100.0,8,8470.14,2005-01-20,Shipped,1,1,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia,Large,2005,1,1
236,10381,20,100.0,1,2952.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Small,2005,2,1
239,10424,49,100.0,3,7969.36,2005-05-31,In Process,2,5,2005,Trucks and Buses,136,S12_1666,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Large,2005,5,2
240,10107,21,100.0,1,3036.6,2003-02-24,Shipped,1,2,2003,Motorcycles,150,S12_2823,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2003,2,1
243,10145,49,100.0,5,8339.8,2003-08-25,Shipped,3,8,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA,Large,2003,8,3
247,10189,28,100.0,1,4512.48,2003-11-18,Shipped,4,11,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA,Medium,2003,11,4
249,10211,36,100.0,13,4771.8,2004-01-15,Shipped,1,1,2004,Motorcycles,150,S12_2823,Auto Canal Petit,"25, rue Lauriston",Paris,Unknown,75016,France,Medium,2004,1,1
250,10224,43,100.0,6,6087.94,2004-02-21,Shipped,1,2,2004,Motorcycles,150,S12_2823,Daedalus Designs Imports,"184, chausse de Tournai",Lille,Unknown,59000,France,Medium,2004,2,1
252,10251,46,100.0,1,7552.28,2004-05-18,Shipped,2,5,2004,Motorcycles,150,S12_2823,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,94019,USA,Large,2004,5,2
253,10263,48,100.0,1,6434.4,2004-06-28,Shipped,2,6,2004,Motorcycles,150,S12_2823,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Medium,2004,6,2
255,10285,49,100.0,5,6863.92,2004-08-27,Shipped,3,8,2004,Motorcycles,150,S12_2823,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Medium,2004,8,3
256,10299,24,100.0,8,4157.04,2004-09-30,Shipped,3,9,2004,Motorcycles,150,S12_2823,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Unknown,21240,Finland,Medium,2004,9,3
257,10309,26,100.0,4,4660.24,2004-10-15,Shipped,4,10,2004,Motorcycles,150,S12_2823,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Medium,2004,10,4
259,10329,24,100.0,6,3542.64,2004-11-15,Shipped,4,11,2004,Motorcycles,150,S12_2823,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2004,11,4
260,10341,55,100.0,8,8118.55,2004-11-24,Shipped,4,11,2004,Motorcycles,150,S12_2823,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Large,2004,11,4
265,10417,21,100.0,1,3447.78,2005-05-13,Disputed,2,5,2005,Motorcycles,150,S12_2823,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2005,5,2
266,10104,34,100.0,1,5958.5,2003-01-31,Shipped,1,1,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,1,1
267,10117,43,100.0,10,5911.64,2003-04-16,Shipped,2,4,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,4,2
270,10153,42,100.0,12,5393.64,2003-09-28,Shipped,3,9,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,9,3
271,10165,34,100.0,4,4880.02,2003-10-22,Shipped,4,10,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,10,4
273,10185,33,100.0,14,4038.21,2003-11-14,Shipped,4,11,2003,Classic Cars,151,S12_3148,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,50553,USA,Medium,2003,11,4
274,10196,24,100.0,6,3807.12,2003-11-26,Shipped,4,11,2003,Classic Cars,151,S12_3148,Super Scale Inc.,567 North Pendale Street,New Haven,CT,97823,USA,Medium,2003,11,4
277,10230,43,100.0,1,7016.31,2004-03-15,Shipped,1,3,2004,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,Large,2004,3,1
279,10272,27,100.0,3,4283.01,2004-07-20,Shipped,3,7,2004,Classic Cars,151,S12_3148,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Medium,2004,7,3
280,10282,27,100.0,6,4364.82,2004-08-20,Shipped,3,8,2004,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,8,3
282,10306,34,100.0,14,4982.7,2004-10-14,Shipped,4,10,2004,Classic Cars,151,S12_3148,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,10,4
283,10314,46,100.0,6,6393.54,2004-10-22,Shipped,4,10,2004,Classic Cars,151,S12_3148,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Medium,2004,10,4
285,10336,33,100.0,11,4059.33,2004-11-20,Shipped,4,11,2004,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,Unknown,75012,France,Medium,2004,11,4
288,10372,40,100.0,4,5862.0,2005-01-26,Shipped,1,1,2005,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2005,1,1
289,10382,37,100.0,11,4071.85,2005-02-17,Shipped,1,2,2005,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,2,1
298,10191,40,100.0,1,5590.0,2003-11-20,Shipped,4,11,2003,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Medium,2003,11,4
300,10212,39,100.0,16,4946.76,2004-01-16,Shipped,1,1,2004,Classic Cars,117,S12_3380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
301,10225,25,99.82,7,2495.5,2004-02-22,Shipped,1,2,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Small,2004,2,1
306,10287,45,100.0,10,4756.5,2004-08-30,Shipped,3,8,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,8,3
308,10310,24,100.0,8,3100.32,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Medium,2004,10,4
310,10329,46,83.63,13,3846.98,2004-11-15,Shipped,4,11,2004,Classic Cars,117,S12_3380,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2004,11,4
311,10341,44,95.93,1,4220.92,2004-11-24,Shipped,4,11,2004,Classic Cars,117,S12_3380,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2004,11,4
315,10419,10,100.0,11,1092.2,2005-05-17,Shipped,2,5,2005,Classic Cars,117,S12_3380,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Small,2005,5,2
317,10117,39,100.0,8,5938.14,2003-04-16,Shipped,2,4,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,4,2
320,10153,49,100.0,10,7036.89,2003-09-28,Shipped,3,9,2003,Classic Cars,173,S12_3891,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Large,2003,9,3
321,10165,27,100.0,2,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,10,4
323,10185,43,100.0,12,7886.2,2003-11-14,Shipped,4,11,2003,Classic Cars,173,S12_3891,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,50553,USA,Large,2003,11,4
324,10196,38,100.0,4,7232.16,2003-11-26,Shipped,4,11,2003,Classic Cars,173,S12_3891,Super Scale Inc.,567 North Pendale Street,New Haven,CT,97823,USA,Large,2003,11,4
327,10231,49,100.0,1,6952.12,2004-03-19,Shipped,1,3,2004,Classic Cars,173,S12_3891,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Unknown,28023,Spain,Medium,2004,3,1
329,10272,39,100.0,1,7962.24,2004-07-20,Shipped,3,7,2004,Classic Cars,173,S12_3891,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Large,2004,7,3
330,10282,24,100.0,4,3778.8,2004-08-20,Shipped,3,8,2004,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,8,3
332,10306,20,100.0,12,3633.4,2004-10-14,Shipped,4,10,2004,Classic Cars,173,S12_3891,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,10,4
333,10314,36,100.0,4,6913.8,2004-10-22,Shipped,4,10,2004,Classic Cars,173,S12_3891,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Medium,2004,10,4
335,10336,49,63.38,1,3105.62,2004-11-20,Shipped,4,11,2004,Classic Cars,173,S12_3891,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,Unknown,75012,France,Medium,2004,11,4
337,10359,49,62.09,5,3042.41,2004-12-15,Shipped,4,12,2004,Classic Cars,173,S12_3891,Reims Collectables,59 rue de l'Abbaye,Reims,Unknown,51100,France,Medium,2004,12,4
338,10372,34,100.0,1,5941.5,2005-01-26,Shipped,1,1,2005,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2005,1,1
339,10382,34,95.35,12,3241.9,2005-02-17,Shipped,1,2,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,2,1
340,10396,33,100.0,3,6109.29,2005-03-23,Shipped,1,3,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,3,1
349,10191,30,64.64,4,1939.2,2003-11-20,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Small,2003,11,4
351,10211,28,92.57,3,2591.96,2004-01-15,Shipped,1,1,2004,Classic Cars,79,S12_3990,Auto Canal Petit,"25, rue Lauriston",Paris,Unknown,75016,France,Small,2004,1,1
352,10225,37,77.41,10,2864.17,2004-02-22,Shipped,1,2,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Small,2004,2,1
357,10287,41,69.43,13,2846.63,2004-08-30,Shipped,3,8,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Small,2004,8,3
359,10310,49,81.4,11,3988.6,2004-10-16,Shipped,4,10,2004,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Medium,2004,10,4
361,10329,33,100.0,14,3607.56,2004-11-15,Shipped,4,11,2004,Classic Cars,79,S12_3990,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2004,11,4
362,10341,36,93.56,10,3368.16,2004-11-24,Shipped,4,11,2004,Classic Cars,79,S12_3990,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2004,11,4
366,10419,34,90.17,14,3065.78,2005-05-17,Shipped,2,5,2005,Classic Cars,79,S12_3990,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2005,5,2
367,10104,41,100.0,9,4615.78,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,1,1
371,10151,24,100.0,3,3327.6,2003-09-21,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Medium,2003,9,3
372,10165,48,100.0,12,6825.6,2003-10-22,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,10,4
374,10184,37,100.0,6,4516.22,2003-11-14,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Unknown,41101,Spain,Medium,2003,11,4
375,10195,49,100.0,6,6445.46,2003-11-25,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA,Medium,2003,11,4
380,10259,46,100.0,4,6541.2,2004-06-15,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,Medium,2004,6,2
381,10271,31,97.17,5,3012.27,2004-07-20,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,7,3
382,10281,41,100.0,1,5247.18,2004-08-19,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Medium,2004,8,3
384,10305,38,100.0,5,4773.18,2004-10-13,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Medium,2004,10,4
385,10314,45,100.0,14,6185.7,2004-10-22,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Medium,2004,10,4
387,10336,38,100.0,3,6372.6,2004-11-20,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,Unknown,75012,France,Medium,2004,11,4
390,10371,49,35.71,4,1749.79,2005-01-23,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2005,1,1
391,10382,32,66.58,13,2130.56,2005-02-17,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2005,2,1
393,10425,33,100.0,4,4692.6,2005-05-31,In Process,2,5,2005,Trucks and Buses,118,S12_4473,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,Medium,2005,5,2
401,10192,27,100.0,16,3544.56,2003-11-20,Shipped,4,11,2003,Classic Cars,115,S12_4675,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
403,10212,33,100.0,15,4180.44,2004-01-16,Shipped,1,1,2004,Classic Cars,115,S12_4675,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
404,10225,21,100.0,6,2684.43,2004-02-22,Shipped,1,2,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Small,2004,2,1
409,10287,23,100.0,9,2675.13,2004-08-30,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Small,2004,8,3
411,10310,25,100.0,7,2504.75,2004-10-16,Shipped,4,10,2004,Classic Cars,115,S12_4675,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Small,2004,10,4
413,10329,39,64.74,15,2524.86,2004-11-15,Shipped,4,11,2004,Classic Cars,115,S12_4675,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Small,2004,11,4
414,10341,55,75.2,7,4136.0,2004-11-24,Shipped,4,11,2004,Classic Cars,115,S12_4675,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2004,11,4
418,10405,97,93.28,5,9048.16,2005-04-14,Shipped,2,4,2005,Classic Cars,115,S12_4675,Mini Caravy,"24, place Kluber",Strasbourg,Unknown,67000,France,Large,2005,4,2
419,10419,32,100.0,10,3832.64,2005-05-17,Shipped,2,5,2005,Classic Cars,115,S12_4675,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2005,5,2
420,10103,35,100.0,10,3920.0,2003-01-29,Shipped,1,1,2003,Trucks and Buses,116,S18_1097,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Medium,2003,1,1
421,10113,49,100.0,4,4916.66,2003-03-26,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2003,3,1
422,10126,38,100.0,10,3857.0,2003-05-28,Shipped,2,5,2003,Trucks and Buses,116,S18_1097,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Medium,2003,5,2
423,10140,32,100.0,10,4181.44,2003-07-24,Shipped,3,7,2003,Trucks and Buses,116,S18_1097,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA,Medium,2003,7,3
424,10150,34,100.0,7,4641.0,2003-09-19,Shipped,3,9,2003,Trucks and Buses,116,S18_1097,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,9,3
425,10164,36,99.17,8,3570.12,2003-10-21,Resolved,4,10,2003,Trucks and Buses,116,S18_1097,Mini Auto Werke,Kirchgasse 6,Graz,Unknown,8010,Austria,Medium,2003,10,4
427,10183,21,96.84,7,2033.64,2003-11-13,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Small,2003,11,4
428,10194,21,93.34,10,1960.14,2003-11-25,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,Unknown,69004,France,Small,2003,11,4
430,10215,46,100.0,2,5152.0,2004-01-29,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,94019,USA,Medium,2004,1,1
433,10258,41,100.0,5,5453.0,2004-06-15,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2004,6,2
434,10270,43,96.84,8,4164.12,2004-07-19,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Medium,2004,7,3
435,10280,24,100.0,1,2800.08,2004-08-17,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Small,2004,8,3
438,10312,32,100.0,2,4181.44,2004-10-21,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,10,4
440,10333,29,40.25,7,1167.25,2004-11-18,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Small,2004,11,4
441,10347,42,49.6,5,2083.2,2004-11-29,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Small,2004,11,4
443,10370,27,100.0,1,3911.49,2005-01-20,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia,Medium,2005,1,1
444,10381,48,98.0,2,4704.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Medium,2005,2,1
447,10424,54,100.0,5,7182.0,2005-05-31,In Process,2,5,2005,Trucks and Buses,116,S18_1097,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Large,2005,5,2
452,10161,28,100.0,12,3764.88,2003-10-17,Shipped,4,10,2003,Classic Cars,141,S18_1129,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Medium,2003,10,4
455,10192,22,100.0,11,3300.66,2003-11-20,Shipped,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
457,10212,29,100.0,10,4186.73,2004-01-16,Shipped,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
458,10225,32,100.0,1,4529.28,2004-02-22,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,2,1
459,10240,41,100.0,3,5628.89,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Medium,2004,4,2
463,10287,41,100.0,4,6499.32,2004-08-30,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,8,3
465,10310,37,100.0,2,6231.91,2004-10-16,Shipped,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Medium,2004,10,4
467,10331,46,100.0,6,6434.02,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,71270,USA,Medium,2004,11,4
468,10342,40,100.0,2,6454.4,2004-11-24,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2004,11,4
473,10406,61,100.0,3,8374.69,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,Large,2005,4,2
474,10419,38,100.0,5,4464.24,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2005,5,2
476,10111,33,99.66,6,3288.78,2003-03-25,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Medium,2003,3,1
477,10125,32,100.0,1,3254.72,2003-05-21,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2003,5,2
478,10139,31,100.0,7,3184.94,2003-07-16,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Medium,2003,7,3
480,10162,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Medium,2003,10,4
483,10193,28,100.0,7,3106.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Medium,2003,11,4
485,10215,27,89.38,10,2413.26,2004-01-29,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,94019,USA,Small,2004,1,1
487,10244,40,100.0,7,4684.8,2004-04-29,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,4,2
489,10280,50,100.0,9,5239.5,2004-08-17,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Medium,2004,8,3
492,10312,43,89.38,10,3843.34,2004-10-21,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,10,4
494,10332,46,95.13,15,4375.98,2004-11-17,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,11,4
495,10346,42,36.11,3,1516.62,2004-11-29,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2004,11,4
497,10369,44,100.0,8,9240.44,2005-01-20,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA,Large,2005,1,1
498,10380,27,93.16,13,2515.32,2005-02-16,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
500,10422,51,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,102,S18_1342,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Medium,2005,5,2
502,10111,48,49.06,5,2354.88,2003-03-25,Shipped,1,3,2003,Vintage Cars,53,S18_1367,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Small,2003,3,1
